round,ch_id,energy_consumed
1,62,0.005683966073175117
1,63,0.004468192162329465
1,66,0.006085927286624104
1,68,0.0032525449962964026
2,12,0.004667251204177492
2,16,0.006491511531203309
2,35,0.002637993828295715
2,46,0.0034502166038201665
2,72,0.0020300311907291424
3,0,0.0030442110377240095
3,1,0.005886914445306923
3,27,0.005272860740963892
3,42,0.005277678627760407
4,5,0.0034501603207225395
4,6,0.0006094887290176154
4,36,0.0012153376293383977
4,41,0.006490224576818637
4,42,0.0028408393138801835
4,43,0.0012159873048828707
4,45,0.002030003522711432
4,71,0.0008115967162371507
5,2,0.0024367355614231534
5,8,0.0010150739644014806
5,11,0.0016253005198901271
5,53,0.0042631965035815345
5,81,0.005072696249154296
5,89,0.004668120354224814
6,2,0.0014182451871410096
6,5,0.0026381202405419413
6,27,0.002838430370481926
6,31,0.0004093316070155062
6,44,0.0012171383412350467
6,48,0.0008127842614970571
6,76,0.0018247647570761028
6,77,0.0016240680089963933
6,84,0.0008119379871452947
6,87,0.0018261467823569855
6,97,0.002640080732104755
7,3,0.0016258739267047129
7,6,0.002636466187052766
7,10,0.004465551004260548
7,26,0.004871330648073713
7,27,0.002026953580321289
7,53,0.001418239300716273
7,96,0.0018257138362197112
8,10,0.0022306204017041864
8,16,0.001824877882800835
8,21,0.0028400836296337273
8,22,0.002435611632095158
8,45,0.003454007045422869
8,49,0.00222894465808976
8,53,0.001014239300716313
8,75,0.0004080331943683291
8,81,0.002027565416384769
9,18,0.0026373104962229554
9,21,0.002638083629633803
9,24,0.0018272664621927226
9,32,0.0014173998696944135
9,36,0.0014173376293383777
9,47,0.0004072238302945119
9,49,0.0010134723290449177
9,50,0.0008120688807956578
9,68,0.0010151362490740667
9,69,0.0014199246596013348
9,73,0.002027830615450976
9,84,0.0008119379871452947
9,89,0.00047850442781655067
10,38,0.0006106639142603454
10,52,0.0008121815723372006
10,54,0.002228970824918408
10,58,0.002434138214175874
10,75,0.002028066388736538
10,88,0.0028414132956415816
10,94,0.0032518501992390703
10,96,0.003449427672439387
10,98,0.0008120001589891901
11,4,0.0020301714978012697
11,6,0.0022289774580351307
11,29,0.006083290614866399
11,33,0.0008134168037359224
11,45,0.001015001761355716
11,51,0.0030404297243536993
11,68,0.0014191362490740267
11,87,0.0020281467823569654
12,5,0.0014180400801805937
12,8,0.0012170739644014605
12,14,0.002636249400042645
12,29,0.0006093272306952335
12,32,0.0026361996090834006
12,66,0.003448815592356602
12,70,0.003041828797372692
12,80,0.002441516971269153
12,93,0.0010137254371526128
13,9,0.0010154817744517097
13,14,0.0014174164666808098
13,19,0.0
13,21,0.00045374228404287953
13,34,0.0012167548683207352
13,40,0.0005873507915363785
13,42,0.0004082797712934849
13,43,0.0006099873048829307
13,44,0.0006111383412351068
13,47,0.0018244476605889792
13,52,0.0008121815723372006
13,59,0.0014180898280068965
13,61,0.001015597562536219
13,69,0.0
13,72,0.000611015595364639
13,80,0.0005669369014460468
13,87,0.0004565869486612417
13,92,0.0012160824398909642
13,96,0.0008118569181098656
13,97,0.0004086935773682798
13,99,0.001824796346615365
14,5,0.0012160400801806137
14,8,0.0
14,12,0.0004082502408355726
14,15,0.001216615665751486
14,16,0.0012154389414003597
14,18,0.000811770165407677
14,24,0.0020292664621927026
14,29,0.0008113272306952135
14,33,0.00040941680373596245
14,67,0.0026382173872722126
14,70,0.0020278858649151466
14,73,0.0018258306154509962
14,75,0.00045407464802299513
14,78,0.0012163732525817261
14,88,0.0010144710985471872
14,90,0.0
15,3,0.0006109369633524042
15,5,0.0006100400801806738
15,6,0.0012154887290175553
15,13,0.0004073608435002374
15,14,0.0
15,17,0.0004806697419816319
15,18,0.001417770165407617
15,19,0.0005469503042067614
15,21,0.00045374228404287953
15,33,0.00040941680373596245
15,37,0.000609547751507511
15,38,0.0004086639142603654
15,40,0.0005873507915363785
15,43,0.0010139873048828907
15,49,0.0004190205653124557
