round,mse
891,396.41268453300984
892,404.13623129480266
893,478.0095509364214
894,447.3409059865132
895,428.03217022081463
896,369.2837039460953
897,436.2344489439321
898,459.1246463536301
899,420.31768453575853
900,400.48422606360066
901,472.687216953642
902,408.83788302206597
903,389.72058080309444
904,388.1766485785558
905,434.79106962004926
906,391.109982312306
907,368.2159000487497
908,381.50356804782473
909,459.4986671347525
910,382.4211096770668
911,471.8196216448622
912,487.56127515010576
913,384.1396166090143
914,387.8774327445951
915,433.61163344596645
916,434.25640690383227
917,407.35345521974506
918,415.10907785174425
919,456.0370753370448
920,389.9026204022481
921,384.5410494974835
922,414.09473181824643
923,356.6261062000658
924,391.15908270078154
925,410.4168975786426
926,371.55025977000025
927,383.61989784140576
928,389.92149918924343
929,420.34000161512023
930,413.769682738344
931,408.6306264867576
932,370.52489212154364
933,478.56719754182075
934,404.74096841452655
935,467.0857957191408
936,450.19160791082476
937,391.2354265374609
938,395.8999959309694
939,393.4061998764788
940,451.3735784637337
941,373.0014494791409
942,385.7734384345707
943,412.9554800482987
944,473.22431190594796
945,418.05734387575603
946,354.4158501137953
947,462.9918472348719
948,390.4823975085279
949,425.85240443127367
950,437.2323531264595
951,420.0662091190461
952,458.94232587961096
953,373.41900894791706
954,386.4454168618009
955,422.98877652753316
956,442.3108709575675
957,418.1710518676672
958,404.91830807926704
959,485.2538729719721
960,437.5395320556284
961,397.18933623952364
962,462.2370791960636
963,434.67866499446393
964,420.09465307488256
965,436.3423733129598
966,440.45779824064766
967,377.78744457972005
968,375.2706086987498
969,449.8197852991699
970,384.3498404008395
971,504.18975379981066
972,428.62223518086074
973,408.38014101689186
974,371.2495038086476
975,410.86595749004874
976,465.57496782809267
977,481.5518234696841
978,485.5059213908106
979,419.2984426885947
980,418.03995669457765
981,404.7257746957622
982,381.1250743495915
983,376.52791906983896
984,393.4326565676623
985,405.0630183764003
986,367.69590604984506
987,396.2894308855082
988,466.91330778761414
989,370.22249188004054
990,416.88773294079294
991,404.85726703839293
992,467.2913710283272
993,455.2868806335763
994,386.0961645724116
995,393.44244275488126
996,400.28670856907786
997,392.2539925436114
998,402.5378746413402
999,405.14056726400855
1000,404.13465667109574
1001,414.837000765616
1002,484.74739236528546
1003,479.1816175218805
1004,373.29327003294816
1005,424.7295988676419
1006,420.6534948627271
1007,435.6001781216202
1008,407.07932785992057
1009,398.31571694316403
1010,401.6877013460292
1011,473.5985095027625
1012,403.8651274767578
1013,391.96443127914523
1014,400.2430385539814
1015,411.1125014943673
1016,461.55739178651083
1017,427.96382263805606
1018,429.8492345707418
1019,439.75197794838107
1020,386.0167432070036
1021,454.8264662471498
1022,419.7626230631107
1023,473.6065213289784
1024,459.4595334732743
1025,422.00405666517236
1026,392.30039379174525
1027,367.00206100455483
1028,476.7264708333038
1029,408.2357612476269
1030,424.8513852680297
1031,433.11616734525796
1032,377.13169639670855
1033,415.33420373452043
1034,426.50851071963143
1035,467.9947663359405
1036,384.2192255921433
1037,371.88646580194194
1038,367.13981752349486
1039,445.3015373248798
1040,414.0814807257727
1041,407.35278265537863
1042,407.68097548510025
1043,423.38785386327197
1044,418.10269838038255
1045,417.5010890391153
1046,417.0445327732191
1047,345.00690634100073
1048,434.467353282188
