round,ch_id,energy_consumed
1,24,0.0033999999999996255
1,42,0.0029999999999996696
1,68,0.005399999999999405
1,75,0.005599999999999383
1,94,0.0015999999999998238
2,6,0.00039999999999995595
2,15,0.0027999999999996916
2,19,0.0011999999999998678
2,27,0.0035999999999996035
2,35,0.0015999999999998238
2,60,0.0037999999999995815
2,69,0.0011999999999998678
2,81,0.0017999999999998018
2,93,0.0017999999999998018
3,1,0.0033999999999996255
3,4,0.0007999999999999119
3,8,0.0007999999999999119
3,17,0.0019999999999997797
3,18,0.0019999999999997797
3,28,0.0019999999999997797
3,43,0.0009999999999998899
3,49,0.0019999999999997797
3,83,0.0007999999999999119
3,89,0.0017999999999998018
3,98,0.0011999999999998678
4,0,0.0006107683495345517
4,8,0.0042970876887089005
4,37,0.005092699654514643
4,51,0.001632485036281106
4,56,0.0018363514925783808
4,58,0.0026525113763105623
4,83,0.0016386890749761074
4,84,0.0010187610814282322
5,3,0.0007999999999999119
5,15,0.0011999999999998678
5,16,0.0037999999999995815
5,20,0.0029999999999996696
5,28,0.0025999999999997137
5,37,0.0039999999999995595
5,75,0.0031999999999996476
6,17,0.0009999999999998899
6,26,0.0017999999999998018
6,51,0.0021999999999997577
6,52,0.0041999999999995374
6,58,0.005399999999999405
6,64,0.0011999999999998678
6,73,0.0015999999999998238
6,82,0.0009999999999998899
7,8,0.0021999999999997577
7,29,0.0027999999999996916
7,56,0.0031999999999996476
7,66,0.0005999999999999339
7,71,0.0019999999999997797
7,80,0.0039999999999995595
7,91,0.0017999999999998018
7,95,0.0017999999999998018
8,0,0.0012263050486037153
8,13,0.00081150613113945
8,18,0.0008114164739306817
8,26,0.002667787991908699
8,33,0.0005495251141865443
8,34,0.001831680267866509
8,39,0.0
8,49,0.0006101099454939862
8,55,0.0006108179519087598
8,61,0.0018351712210151194
8,62,0.0014273244287108522
8,64,0.001440241611156079
8,73,0.0006414820141317779
8,85,0.0
8,91,0.0004431559049563605
8,93,0.0012227202116470992
8,94,0.001223015489823176
9,25,0.0021999999999997577
9,33,0.00039999999999995595
9,39,0.0011999999999998678
9,48,0.0011999999999998678
9,49,0.0023999999999997357
9,65,0.0031999999999996476
9,68,0.0013999999999998458
9,74,0.00039999999999995595
9,82,0.0017999999999998018
9,84,0.0009999999999998899
9,85,0.00039999999999995595
9,93,0.0005999999999999339
9,99,0.0011999999999998678
10,36,0.0017999999999998018
10,40,0.0033999999999996255
10,44,0.0009999999999998899
10,46,0.0033999999999996255
10,61,0.0041999999999995374
10,80,0.0027999999999996916
10,81,0.0019999999999997797
11,16,0.004399999999999515
11,22,0.0033999999999996255
11,73,0.0019999999999997797
11,74,0.0033999999999996255
11,79,0.0015999999999998238
11,91,0.0029999999999996696
11,92,0.0007999999999999119
12,1,0.0022422409897790985
12,8,0.0014281263066126537
12,17,0.0024485255232223335
12,19,0.001018522201225447
12,29,0.0010185433069991867
12,37,0.0
12,46,0.0012822885553898655
12,50,0.0004089128724323876
12,52,0.001831670776702321
12,77,0.0006098895208102029
12,82,0.0008556522557996993
12,89,0.003064097493458706
12,96,0.0016302262370533893
13,5,0.0029999999999996696
13,6,0.0009999999999998899
13,38,0.0039999999999995595
13,43,0.0025999999999997137
13,56,0.0013999999999998458
13,62,0.0009999999999998899
13,69,0.0017999999999998018
13,82,0.0035999999999996035
14,8,0.0007999999999999119
14,9,0.0005999999999999339
14,24,0.0031999999999996476
14,25,0.0011999999999998678
14,42,0.0
14,57,0.0021999999999997577
14,63,0.004799999999999471
14,79,0.0027999999999996916
14,95,0.0025999999999997137
15,21,0.004599999999999493
15,35,0.004399999999999515
15,38,0.0021999999999997577
15,47,0.007999999999999119
16,2,0.000813276315784317
16,7,0.003260916690806359
16,19,0.0024495666036763453
16,36,0.001427595335515286
16,62,0.002487297714843628
16,74,0.003260839542454097
16,77,0.00530256377053262
17,3,0.0005999999999999339
17,6,0.0011999999999998678
17,8,0.00019999999999997797
17,18,0.0011999999999998678
17,24,0.00019999999999997797
17,32,0.0015999999999998238
17,34,0.0011999999999998678
17,37,0.0033999999999996255
17,39,0.0013999999999998458
17,61,0.00019999999999997797
17,62,0.00039999999999995595
17,78,0.0031999999999996476
17,81,0.00039999999999995595
17,84,0.0005999999999999339
17,90,0.0011999999999998678
18,4,0.004399999999999515
18,35,0.0035999999999996035
18,50,0.006199999999999317
18,68,0.004999999999999449
19,2,0.0007999999999999119
19,3,0.0011999999999998678
19,12,0.0007999999999999119
19,20,0.00039999999999995595
19,22,0.0
19,26,0.0009999999999998899
19,32,0.00019999999999997797
19,49,0.0015999999999998238
19,52,0.0027999999999996916
19,53,0.0005999999999999339
19,60,0.0009999999999998899
19,62,0.0011999999999998678
19,67,0.0007999999999999119
19,68,0.0019999999999997797
19,72,0.0011999999999998678
19,80,0.0007999999999999119
19,93,0.00019999999999997797
20,1,0.0018341927918232859
20,10,0.0018345658744334248
20,14,0.0032636619150470114
20,21,0.0012245112933281233
20,30,0.0006102791442878508
20,32,0.003114929772584041
20,38,0.000813168292764066
20,48,0.004279693955239416
20,52,0.0016679238592291479
21,5,0.005399999999999405
21,18,0.005199999999999427
21,23,0.0027999999999996916
21,30,0.0013999999999998458
21,42,0.0015999999999998238
21,75,0.0013999999999998458
21,84,0.0007999999999999119
22,4,0.0007999999999999119
22,24,0.004599999999999493
22,26,0.0021999999999997577
22,36,0.0029999999999996696
22,37,0.0029999999999996696
22,53,0.00039999999999995595
22,78,0.0009999999999998899
22,89,0.0033999999999996255
23,9,0.0019999999999997797
23,16,0.0007999999999999119
23,23,0.0033999999999996255
23,36,0.0005999999999999339
23,43,0.0025999999999997137
23,63,0.0011999999999998678
23,68,0.0019999999999997797
23,74,0.0007999999999999119
23,87,0.0005999999999999339
23,96,0.00019999999999997797
23,97,0.0035999999999996035
24,5,0.0013625408175652054
24,18,0.001150828322199926
24,37,0.003084908131800179
24,38,0.000813168292764066
24,40,0.00040765096082023833
24,41,0.001019604477137226
24,48,0.002038846977619746
24,61,0.0018351712210151194
24,65,0.0012241556316014979
24,66,0.0
24,87,0.0006204591244467483
24,90,0.0024486068704346886
24,93,0.002037867019411832
25,5,0.0009999999999998899
25,21,0.00039999999999995595
25,29,0.0007999999999999119
25,35,0.0029999999999996696
25,48,0.0009999999999998899
25,55,0.0023999999999997357
25,63,0.0007999999999999119
25,66,0.0007999999999999119
25,73,0.0019999999999997797
25,74,0.0011999999999998678
25,77,0.0017999999999998018
25,89,0.0023999999999997357
26,7,0.0027999999999996916
26,10,0.0015999999999998238
26,17,0.0029999999999996696
26,25,0.0017999999999998018
26,36,0.00019999999999997797
26,37,0.0017999999999998018
26,44,0.0007999999999999119
26,50,0.0009999999999998899
26,57,0.0011999999999998678
26,63,0.00039999999999995595
26,85,0.0009999999999998899
26,96,0.0019999999999997797
27,9,0.0023999999999997357
27,20,0.0011999999999998678
27,24,0.0007999999999999119
27,32,0.00019999999999997797
27,67,0.0011999999999998678
27,80,0.007399999999999185
27,87,0.0007999999999999119
27,90,0.004399999999999515
28,4,0.0010204302969425982
28,9,0.002074082176589498
28,15,0.0028607309055242447
28,19,0.0018350444024508583
28,33,0.0006115604018269161
28,43,0.0014264234144373278
28,46,0.0004085360694237039
28,52,0.001831670776702321
28,62,0.0004084414762369759
28,65,0.004080518772004993
28,79,0.0016306775173139387
29,3,0.0015999999999998238
29,29,0.0007999999999999119
29,34,0.006199999999999317
29,41,0.0009999999999998899
29,47,0.0029999999999996696
29,70,0.0035999999999996035
29,83,0.0023999999999997357
30,4,0.0005999999999999339
30,7,0.0031999999999996476
30,11,0.0021999999999997577
30,34,0.0015999999999998238
30,56,0.0031999999999996476
30,71,0.0017999999999998018
30,79,0.0019999999999997797
30,92,0.0009999999999998899
30,98,0.0025999999999997137
31,13,0.0021999999999997577
31,20,0.0015999999999998238
31,26,0.0029999999999996696
31,29,0.0037999999999995815
31,65,0.0035999999999996035
31,69,0.0021999999999997577
31,73,0.0021999999999997577
32,1,0.0024482891877349866
32,6,0.0008133714603629216
32,12,0.0012239530437989088
32,21,0.0012245112933281233
32,23,0.0018343193655651069
32,28,0.0008117689670054107
32,30,0.0006102791442878508
32,38,0.000813168292764066
32,51,0.0022426062953513903
32,61,0.0004703003283638152
32,69,0.0006507024069147271
32,82,0.0006097065319748962
32,91,0.002248444881195244
32,97,0.0018331630262097831
33,1,0.0023999999999997357
33,17,0.004799999999999471
33,18,0.007399999999999185
33,27,0.0015999999999998238
33,44,0.0015999999999998238
33,69,0.0009999999999998899
34,24,0.005599999999999383
34,36,0.0005999999999999339
34,55,0.004799999999999471
34,86,0.0025999999999997137
34,97,0.005399999999999405
35,1,0.0015999999999998238
35,12,0.0015999999999998238
35,31,0.0031999999999996476
35,39,0.00039999999999995595
35,40,0.0025999999999997137
35,56,0.0025999999999997137
35,57,0.0015999999999998238
35,66,0.0007999999999999119
35,74,0.0013999999999998458
35,79,0.0021999999999997577
36,1,0.0021085783754701826
36,25,0.0020418477569353333
36,26,0.005303540649135574
36,32,0.0020439034902084985
36,44,0.0005658480103129526
36,65,0.0048966225264059915
36,66,1.3518064135686902e-05
36,67,0.0006111416161240779
36,69,0.0014512428882976214
37,4,0.0015999999999998238
37,6,0.0009999999999998899
37,12,0.0011999999999998678
37,38,0.0005999999999999339
37,53,0.0019999999999997797
37,54,0.0017999999999998018
37,58,0.0023999999999997357
37,60,0.0017999999999998018
37,66,0.0
37,70,0.0017999999999998018
37,94,0.0027999999999996916
37,97,0.0005999999999999339
38,10,0.0021999999999997577
38,20,0.0013999999999998458
38,33,0.0015999999999998238
38,71,0.0005999999999999339
38,72,0.0013999999999998458
38,76,0.0009999999999998899
38,78,0.0023999999999997357
38,79,0.0027999999999996916
38,94,0.0039999999999995595
38,99,0.0005999999999999339
39,1,0.0007999999999999119
39,10,0.0033999999999996255
39,11,0.0007999999999999119
39,25,0.0013999999999998458
39,42,0.00039999999999995595
39,44,0.0007999999999999119
39,52,0.0009999999999998899
39,55,0.0021999999999997577
39,58,0.0031999999999996476
39,83,0.0009999999999998899
39,96,0.0027999999999996916
40,8,0.004697796457579784
40,50,0.0016356514897294394
40,60,0.004955476763298883
40,84,0.00551094702928373
40,99,0.0026673603167441384
41,4,0.00039999999999995595
41,7,0.0023999999999997357
41,10,0.0021999999999997577
41,13,0.0021999999999997577
41,24,0.0013999999999998458
41,50,0.0009999999999998899
41,55,0.0019999999999997797
41,59,0.0011999999999998678
41,63,0.0009999999999998899
41,91,0.0013999999999998458
41,92,0.0025999999999997137
42,11,0.0019999999999997797
42,13,0.0011999999999998678
42,25,0.00039999999999995595
42,35,0.0017999999999998018
42,51,0.0029999999999996696
42,52,0.0009999999999998899
42,57,0.0007999999999999119
42,59,0.0013999999999998458
42,64,0.0013999999999998458
42,92,0.0017999999999998018
42,97,0.0029999999999996696
43,1,0.0023999999999997357
43,17,0.0015999999999998238
43,23,0.0011999999999998678
43,32,0.0035999999999996035
43,37,0.0009999999999998899
43,39,0.0031999999999996476
43,47,0.0029999999999996696
43,48,0.0015999999999998238
43,52,0.0005999999999999339
44,1,0.0010582891877350953
44,9,0.0010200273921964764
44,16,0.0008114347558927926
44,31,0.0012253740889739406
44,32,0.0008870262823755803
44,42,0.0
44,46,0.0010190721388473878
44,51,0.001674848813492058
44,61,0.0020414640262689243
44,63,0.0012415357329532695
44,65,0.003058363140403475
44,77,0.0012236685624306132
44,81,0.0008129691657703941
44,87,0.0010184591244467023
44,94,0.00040767182994105866
45,1,0.0007999999999999119
45,6,0.0029999999999996696
45,10,0.0027999999999996916
45,20,0.0009999999999998899
45,23,0.0027999999999996916
45,28,0.0031999999999996476
45,30,0.0013999999999998458
45,36,0.0005999999999999339
45,42,0.00019999999999997797
45,50,0.00019999999999997797
45,67,0.0007999999999999119
45,73,0.0007999999999999119
46,36,0.0021999999999997577
46,38,0.0009999999999998899
46,44,0.0
46,53,0.005199999999999427
46,66,0.0023999999999997357
46,74,0.0037999999999995815
46,82,0.0039999999999995595
47,37,0.0023999999999997357
47,43,0.0039999999999995595
47,50,0.0025999999999997137
47,53,0.0031999999999996476
47,59,0.0017999999999998018
47,71,0.0023999999999997357
47,75,0.0021999999999997577
