round,ch_id,energy_consumed
1,53,0.002228561345840707
1,75,0.001623082299652634
1,2,0.0012154197348609452
1,3,0.0010132548221001847
1,7,0.0008115499907886958
1,8,0.0004073627901500232
1,76,0.0012152443631732734
1,12,0.0008113554939875312
1,35,0.0006095339984059645
1,28,0.0008112655113388656
1,19,0.0004079380848287517
1,99,0.0008114261844969217
1,23,0.000609247706156224
1,54,0.0010135034815483834
1,26,0.0004139915113385295
1,70,0.0010132618044232378
1,46,0.0004072292648633069
1,59,0.0004080331125683734
1,84,0.0004075379811225299
1,72,0.0004180585485755173
2,53,0.002228561345840707
2,75,0.001623082299652634
2,2,0.0012154197348609452
2,3,0.0010132548221001847
2,7,0.0008115499907886958
2,8,0.0004073627901500232
2,76,0.0012152443631732734
2,12,0.0008113554939875312
2,35,0.0006095339984059645
2,28,0.0008112655113388656
2,19,0.0004079380848287517
2,99,0.0008114261844969217
2,23,0.000609247706156224
2,68,0.0010135105405187361
2,26,0.0004139915113385295
2,70,0.0010132618044232378
2,46,0.0004072292648633069
2,59,0.0004080331125683734
2,84,0.0004075379811225299
2,72,0.0004180585485755173
3,53,0.002228561345840707
3,75,0.001623082299652634
3,2,0.0012154197348609452
3,3,0.0010132548221001847
3,7,0.0008115499907886958
3,8,0.0004073627901500232
3,76,0.0012152443631732734
3,12,0.0008113554939875312
3,35,0.0006095339984059645
3,28,0.0008112655113388656
3,19,0.0004079380848287517
3,99,0.0008114261844969217
3,23,0.000609247706156224
3,54,0.0010135034815483834
3,26,0.0004139915113385295
3,70,0.0010132618044232378
3,46,0.0004072292648633069
3,59,0.0004080331125683734
3,84,0.0004075379811225299
3,72,0.0004180585485755173
4,53,0.002228561345840707
4,75,0.001623082299652634
4,2,0.0012154197348609452
4,3,0.0010132548221001847
4,7,0.0008115499907886958
4,8,0.0004073627901500232
4,76,0.0012152443631732734
4,12,0.0008113554939875312
4,35,0.0006095339984059645
4,28,0.0008112655113388656
4,61,0.00040794560831325377
4,99,0.0008114261844969217
4,23,0.000609247706156224
4,68,0.0010135105405187361
4,26,0.0004139915113385295
4,70,0.0010132618044232378
4,46,0.0004072292648633069
4,59,0.0004080331125683734
4,84,0.0004075379811225299
4,72,0.0004180585485755173
5,53,0.002228561345840707
5,75,0.001623082299652634
5,2,0.0012154197348609452
5,3,0.0010132548221001847
5,7,0.0008115499907886958
5,8,0.0004073627901500232
5,76,0.0012152443631732734
5,12,0.0008113554939875312
5,35,0.0006095339984059645
5,28,0.0008112655113388656
5,19,0.0004079380848287517
5,99,0.0008114261844969217
5,23,0.000609247706156224
